# ----------------------------------------,,,,,,,
# www.photo-a-day.org,,,,,,,
# Pages,,,,,,,
# 20050601-20161006,,,,,,,
# ----------------------------------------,,,,,,,
,,,,,,,
Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/PhotoDetail.aspx?date=06/25/2005,7,7,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/26/2005,7,7,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/27/2005,7,7,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/28/2005,7,7,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/04/2005,7,6,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/05/2005,7,6,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/08/2005,7,7,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/10/2005,7,6,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/11/2005,7,6,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/26/2005,7,7,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/27/2005,7,7,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/01/2011,7,7,0:00:03,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=08/03/2005,7,5,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/10/2011,7,7,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/19/2013,7,7,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/23/2011&ref=nf,7,7,0:00:00,6,100.00%,100.00%,$0.00 
/PhotoDetail.aspx?date=08/30/2005,7,6,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/31/2013,7,7,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/06/2009,7,7,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/11/2010&ref=nf,7,7,0:04:22,6,100.00%,85.71%,$0.00 
/PhotoDetail.aspx?date=10/17/2009,7,6,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/19/2009,7,7,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/09/2012,7,7,0:00:04,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=11/15/2009,7,7,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/07/2013,7,6,0:00:13,0,0.00%,28.57%,$0.00 
/PhotoDetail.aspx?date=12/14/2013,7,7,0:00:05,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=12/30/2013,7,7,0:00:07,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=12/14/2009,7,7,0:00:05,0,0.00%,14.29%,$0.00 
/photodetail.aspx,6,6,0:00:00,6,100.00%,100.00%,$0.00 
/PhotoDetail.aspx?date=01/02/2014,6,6,0:00:15,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=01/05/2014,6,6,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/07/2014,6,5,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/09/2014,6,6,0:00:10,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=01/11/2014,6,6,0:00:08,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=01/12/2014,6,5,0:00:03,0,0.00%,33.33%,$0.00 
/PhotoDetail.aspx?date=01/15/2014,6,6,0:00:08,0,0.00%,33.33%,$0.00 
/PhotoDetail.aspx?date=01/18/2014,6,6,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/23/2014,6,6,0:00:08,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=01/25/2014,6,6,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/27/2010,6,6,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/30/2010,6,6,0:00:03,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=01/31/2010,6,6,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/21/2014,6,6,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/04/2014,6,5,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/08/2014,6,5,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/09/2014,6,5,0:00:06,0,0.00%,50.00%,$0.00 
/PhotoDetail.aspx?date=03/15/2013,6,6,0:00:29,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/17/2014,6,6,0:00:03,0,0.00%,33.33%,$0.00 
/PhotoDetail.aspx?date=03/24/2014,6,5,0:00:09,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=03/29/2014,6,6,0:00:08,0,0.00%,33.33%,$0.00 
/PhotoDetail.aspx?date=04/06/2014,6,4,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=04/19/2009,6,6,0:00:11,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/29/2005,6,6,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/30/2005,6,6,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/01/2005,6,6,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/02/2005,6,6,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/03/2005,6,6,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/05/2009,6,5,0:00:17,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/06/2005,6,6,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/07/2005,6,6,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/09/2005,6,6,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/12/2005,6,6,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/13/2005,6,6,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/14/2005,6,6,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/15/2005,6,6,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/16/2005,6,6,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/17/2005,6,6,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/18/2005,6,6,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/19/2005,6,6,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/20/2005,6,6,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/21/2005,6,6,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/22/2005,6,6,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/23/2005,6,6,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/24/2005,6,6,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/25/2005,6,6,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/28/2005,6,6,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/29/2005,6,6,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/02/2005,6,5,0:00:29,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/04/2005,6,5,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/27/2009,6,6,0:00:09,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=08/31/2005,6,5,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/15/2009,6,6,0:00:07,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=11/23/2009,6,5,0:00:06,4,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/04/2013,6,6,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/09/2013,6,6,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/11/2013,6,6,0:00:05,0,0.00%,33.33%,$0.00 
/PhotoDetail.aspx?date=12/16/2009,6,6,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/25/2009,6,6,0:00:06,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=12/29/2013,6,6,0:00:09,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=12/06/2009,6,6,0:00:11,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=12/07/2009,6,6,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/03/2014,5,5,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/04/2014,5,5,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/05/2010,5,5,0:00:08,1,100.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=01/06/2014,5,4,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/10/2014,5,5,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/11/2010,5,5,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/12/2010,5,5,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/14/2014,5,5,0:02:42,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/17/2010,5,5,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/19/2010,5,5,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/19/2014,5,5,0:00:03,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=01/20/2010,5,5,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/21/2010,5,5,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/22/2010,5,5,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/22/2014,5,5,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/23/2010,5,5,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/24/2010,5,5,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/26/2014,5,5,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/30/2014,5,5,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/19/2014,5,5,0:00:10,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/13/2014,5,5,0:00:05,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=03/14/2014,5,5,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/15/2014,5,5,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/16/2014,5,5,0:00:03,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=03/30/2013,5,4,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/30/2014,5,5,0:00:06,0,0.00%,40.00%,$0.00 
/PhotoDetail.aspx?date=03/31/2014,5,5,0:00:17,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=04/01/2014,5,4,0:00:07,0,0.00%,40.00%,$0.00 
/PhotoDetail.aspx?date=04/04/2014,5,3,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/25/2007,5,5,0:00:02,2,100.00%,60.00%,$0.00 
/PhotoDetail.aspx?date=06/06/2007,5,5,0:00:40,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/12/2009,5,5,0:00:08,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=07/30/2005,5,5,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/31/2005,5,5,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/01/2005,5,5,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/05/2005,5,5,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/06/2005,5,5,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/07/2005,5,5,0:00:02,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=08/08/2005,5,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/09/2005,5,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/24/2009,5,5,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/26/2005,5,4,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/26/2009,5,5,0:00:41,1,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/27/2005,5,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/30/2013,5,5,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/01/2005,5,5,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/02/2005,5,5,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/10/2005,5,5,0:00:11,1,100.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=09/20/2010&ref=nf,5,5,0:00:14,5,80.00%,80.00%,$0.00 
/PhotoDetail.aspx?date=09/29/2006,5,5,0:00:36,0,0.00%,60.00%,$0.00 
/PhotoDetail.aspx?date=09/29/2009,5,5,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/20/2007,5,4,0:00:08,0,0.00%,40.00%,$0.00 
/PhotoDetail.aspx?date=10/31/2009,5,5,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/07/2009,5,5,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/12/2009,5,5,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/14/2009,5,5,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/22/2009,5,5,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/24/2009,5,5,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/25/2009,5,5,0:00:04,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=11/26/2009,5,5,0:00:05,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=11/27/2009,5,5,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/12/2009,5,5,0:00:10,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/24/2009,5,5,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/06/2009,5,5,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/07/2009,5,5,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/10/2013,5,5,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/12/2013,5,5,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/13/2009,5,5,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/15/2013,5,4,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/17/2009,5,5,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/17/2013,5,5,0:00:10,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=12/19/2009,5,5,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/23/2009,5,5,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/26/2009,5,5,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/27/2009,5,5,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/31/2013,5,5,0:00:05,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=12/11/2009,5,4,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/13/2009,5,5,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/01/2010,4,4,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/03/2010,4,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/06/2010,4,4,0:00:03,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=01/07/2010,4,4,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/08/2010,4,4,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/09/2010,4,4,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/16/2014,4,4,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/24/2014,4,4,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/29/2008,4,3,0:01:45,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/07/2014,4,4,0:00:06,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=03/12/2014,4,4,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/28/2014,4,4,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/29/2013,4,4,0:00:07,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=04/02/2014,4,3,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=04/03/2014,4,3,0:00:04,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=04/05/2014,4,2,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=04/13/2009,4,3,0:00:10,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/23/2009,4,3,0:00:05,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=06/12/2009,4,4,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/15/2009,4,3,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/21/2009,4,4,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/11/2009,4,4,0:00:08,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=08/10/2005,4,4,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/11/2005,4,4,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/13/2005,4,4,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/14/2005,4,4,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/14/2009,4,3,0:00:12,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=08/15/2005,4,4,0:03:36,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/16/2005,4,4,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/17/2005,4,4,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/18/2005,4,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/19/2005,4,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/20/2005,4,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/21/2005,4,4,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/21/2009,4,4,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/22/2005,4,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/23/2005,4,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/24/2005,4,4,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/25/2005,4,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/26/2006,4,4,0:00:07,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=08/28/2005,4,4,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/29/2005,4,4,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/30/2009,4,4,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/03/2005,4,4,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/04/2005,4,4,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/05/2005,4,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/06/2005,4,4,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/07/2005,4,4,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/08/2005,4,4,0:00:02,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=09/14/2009,4,4,0:00:15,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/15/2009,4,4,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/22/2009,4,3,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/02/2009,4,3,0:00:11,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/03/2009,4,4,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/11/2009,4,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/18/2009,4,4,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/24/2009,4,4,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/26/2009,4,4,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/03/2010&ref=nf,4,4,0:00:13,4,75.00%,75.00%,$0.00 
/PhotoDetail.aspx?date=11/11/2009,4,4,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/28/2009,4,4,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/29/2009,4,4,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/30/2009,4,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/07/2009,4,4,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/14/2009,4,4,0:00:15,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/16/2009,4,4,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/26/2009,4,4,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/01/2009,4,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/02/2009,4,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/03/2009,4,4,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/04/2009,4,4,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/05/2009,4,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/08/2009,4,4,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/09/2009,4,4,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/10/2009,4,4,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/11/2009,4,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/14/2009,4,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/15/2009,4,4,0:00:15,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/18/2009,4,4,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/19/2013,4,4,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/23/2013,4,4,0:00:06,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=12/24/2009,4,4,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/28/2013,4,4,0:00:11,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/29/2009,4,4,0:00:15,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/30/2009,4,4,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/01/2009,4,4,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/04/2009,4,4,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/09/2009,4,4,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/02/2010,3,3,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/04/2010,3,3,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/11/2009,3,3,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/31/2008,3,1,0:00:14,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/19/2006,3,2,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/20/2006,3,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/11/2009,3,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/14/2009,3,3,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/25/2009,3,3,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/22/2009,3,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/15/2010,3,3,0:00:05,0,0.00%,66.67%,$0.00 
/PhotoDetail.aspx?date=04/11/2009,3,3,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/02/2009,3,3,0:00:14,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/03/2009,3,3,0:00:11,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/04/2009,3,3,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/09/2009,3,3,0:00:06,0,0.00%,33.33%,$0.00 
/PhotoDetail.aspx?date=05/04/2009,3,3,0:00:05,0,0.00%,33.33%,$0.00 
/PhotoDetail.aspx?date=06/01/2009,3,3,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/13/2009,3,3,0:00:09,0,0.00%,0.00%,$0.00 
